latitude,longitude,timeOfDay,dayOfWeek,policeDistanceKm,hospitalDistanceKm,fireStationDistanceKm,emergencyResponseDistanceKm,incidentCount,crimeReports,touristReports,lightingScore,crowdDensity,transportAvailability,safetyLevel,datasetSource
12.88099,80.2112,DAY,SUNDAY,2.87,2.7,7.16,11.85,0,0,0,62,LOW,MODERATE,SAFE,synthetic
13.07837,80.21595,MORNING,WEEKDAY,1.59,1.86,0.47,2.47,0,0,0,81,NORMAL,HIGH,SAFE,synthetic
13.18934,80.36414,MORNING,SATURDAY,1.93,2.42,2.09,3.59,0,0,0,84,HIGH,HIGH,SAFE,synthetic
12.8561,80.26611,DAY,SATURDAY,8.08,11.78,15.71,19.33,3,4,2,29,DESERTED,LOW,HIGH_RISK,synthetic
13.16969,80.33176,NIGHT,SUNDAY,13.22,11.45,10.8,23.02,1,0,0,19,LOW,LOW,HIGH_RISK,synthetic
12.81338,80.32082,DAY,SATURDAY,5.79,3.41,5.7,9.9,0,0,0,44,NORMAL,LOW,MODERATE,synthetic
13.15646,80.0156,MORNING,WEEKDAY,1.55,1.97,2.17,3.11,0,0,0,89,NORMAL,MODERATE,SAFE,synthetic
12.87351,80.0861,NIGHT,SATURDAY,4.66,11.87,14.92,19.01,0,7,0,27,DESERTED,LOW,HIGH_RISK,synthetic
13.15382,80.3612,NIGHT,SUNDAY,5.78,3.91,7.15,9.96,0,3,0,49,NORMAL,MODERATE,MODERATE,synthetic
12.90397,80.1936,DAY,SUNDAY,0.4,2.38,1.58,3.38,0,0,0,76,NORMAL,MODERATE,SAFE,synthetic
13.03657,80.25392,DAY,WEEKDAY,1.46,1.18,0.69,2.01,0,0,0,99,HIGH,MODERATE,SAFE,synthetic
12.81398,80.04663,MORNING,WEEKDAY,0.26,1.27,1.15,3.91,0,0,0,99,NORMAL,MODERATE,SAFE,synthetic
13.11212,80.33986,DAY,SATURDAY,5.38,5.58,6.05,4.21,1,0,0,65,NORMAL,HIGH,SAFE,synthetic
13.07881,80.15795,NIGHT,SATURDAY,7.73,11.31,11.75,14.17,2,8,1,20,DESERTED,LOW,HIGH_RISK,synthetic
13.18119,80.33408,EVENING,WEEKDAY,3.81,4.54,4.51,8.98,0,0,0,76,LOW,HIGH,SAFE,synthetic
13.1201,80.14794,DAY,WEEKDAY,0.73,0.98,0.86,1.5,0,0,0,77,NORMAL,HIGH,SAFE,synthetic
12.80819,80.08214,MORNING,SATURDAY,3.11,4.49,5.84,10.55,1,0,0,62,NORMAL,LOW,SAFE,synthetic
12.80361,80.27175,NIGHT,WEEKDAY,5.48,9.64,15.82,12.3,7,0,5,20,DESERTED,LOW,HIGH_RISK,synthetic
13.13535,80.08474,NIGHT,SATURDAY,12.98,8.87,6.72,12.14,7,2,0,34,DESERTED,MODERATE,HIGH_RISK,synthetic
12.82308,80.05808,EVENING,SUNDAY,0.15,0.53,2.28,0.55,0,0,0,85,HIGH,HIGH,SAFE,synthetic
12.81911,80.03901,NIGHT,SATURDAY,9.7,11.99,15.84,21.51,3,3,1,14,DESERTED,LOW,HIGH_RISK,synthetic
13.19227,80.16077,NIGHT,SATURDAY,8.64,10.85,8.66,11.12,0,12,3,27,DESERTED,LOW,HIGH_RISK,synthetic
13.064,80.22244,DAY,WEEKDAY,0.25,2.3,1.81,1.27,0,0,0,72,NORMAL,HIGH,SAFE,synthetic
13.06868,80.12803,MORNING,SUNDAY,5.39,2.84,6.75,5.38,0,0,0,46,NORMAL,HIGH,SAFE,synthetic
13.10168,80.00519,DAY,WEEKDAY,1.26,0.23,1.26,2.47,0,0,0,88,NORMAL,HIGH,SAFE,synthetic
12.97124,80.15887,DAY,WEEKDAY,1.54,3.14,3.59,5.13,2,0,0,45,HIGH,HIGH,SAFE,synthetic
13.12859,80.37812,NIGHT,SATURDAY,10.94,5.61,10.31,9.9,3,2,0,11,DESERTED,MODERATE,HIGH_RISK,synthetic
13.22793,80.21476,MORNING,SUNDAY,3.75,2.31,2.68,8.95,3,0,0,45,HIGH,HIGH,SAFE,synthetic
12.97499,80.16394,DAY,SUNDAY,5.94,6.93,4.84,10.11,0,3,0,69,NORMAL,LOW,MODERATE,synthetic
13.28966,80.27701,DAY,SATURDAY,0.11,1.74,0.82,1.31,0,0,0,75,NORMAL,MODERATE,SAFE,synthetic
13.23142,80.15627,NIGHT,WEEKDAY,11.24,12.78,10.69,15.78,0,8,8,23,LOW,LOW,HIGH_RISK,synthetic
13.09799,80.26422,NIGHT,WEEKDAY,3.77,3.67,6.59,10.17,1,1,0,59,NORMAL,LOW,MODERATE,synthetic
12.95387,80.30661,MORNING,WEEKDAY,1.58,1.69,2.56,3.97,0,0,0,71,NORMAL,MODERATE,SAFE,synthetic
12.82842,80.38495,DAY,WEEKDAY,1.04,2.38,2.09,2.55,0,0,0,80,NORMAL,MODERATE,SAFE,synthetic
13.27047,80.33936,EVENING,SUNDAY,5.91,4.04,4.09,6.49,8,0,0,57,HIGH,MODERATE,MODERATE,synthetic
13.14145,80.0365,NIGHT,WEEKDAY,6.49,5.32,15.81,8.45,0,1,2,31,LOW,MODERATE,MODERATE,synthetic
13.16715,80.25821,MORNING,WEEKDAY,0.73,1.53,0.3,3.15,0,0,0,84,HIGH,MODERATE,SAFE,synthetic
13.06087,80.31086,EVENING,SUNDAY,7.82,11.94,7.42,9.32,2,20,1,33,LOW,LOW,HIGH_RISK,synthetic
12.8498,80.04867,NIGHT,SATURDAY,2.76,5.82,7.03,11.32,0,1,0,35,NORMAL,MODERATE,MODERATE,synthetic
13.14535,80.33569,EVENING,SUNDAY,1.88,0.2,2.95,2.73,0,0,0,85,NORMAL,MODERATE,SAFE,synthetic
13.29457,80.10816,NIGHT,SATURDAY,5.1,2.69,2.45,7.96,3,0,0,54,HIGH,LOW,MODERATE,synthetic
12.84361,80.39909,MORNING,WEEKDAY,4.32,6.46,2.24,9.82,8,2,0,70,NORMAL,HIGH,HIGH_RISK,synthetic
13.18175,80.14256,DAY,SUNDAY,7.11,7.71,15.72,18.69,2,8,3,12,DESERTED,LOW,HIGH_RISK,synthetic
13.07068,80.00384,DAY,WEEKDAY,1.27,2.01,1.48,1.17,0,0,0,85,NORMAL,MODERATE,SAFE,synthetic
13.24174,80.08513,DAY,SUNDAY,0.22,1.84,2.72,2.92,1,0,0,82,NORMAL,HIGH,SAFE,synthetic
13.06344,80.16666,NIGHT,SUNDAY,4.35,5.61,6.88,5.77,3,0,0,65,NORMAL,LOW,MODERATE,synthetic
12.85554,80.11539,EVENING,SATURDAY,12.06,9.04,5.18,16.03,0,5,3,22,DESERTED,MODERATE,HIGH_RISK,synthetic
12.98608,80.36587,DAY,WEEKDAY,5.5,3.77,5.57,11.59,0,0,0,62,NORMAL,HIGH,SAFE,synthetic
12.8511,80.24462,NIGHT,WEEKDAY,11.87,8.42,5.48,21.46,15,0,3,16,LOW,LOW,HIGH_RISK,synthetic
12.9541,80.36961,EVENING,SUNDAY,11.28,13.69,8.57,22.65,0,3,0,33,DESERTED,LOW,HIGH_RISK,synthetic
13.02777,80.23258,DAY,SATURDAY,0.48,0.53,2.87,3.21,0,0,0,91,NORMAL,HIGH,SAFE,synthetic
13.23674,80.09442,EVENING,SATURDAY,3.39,5.59,7.7,6.7,0,0,0,36,NORMAL,LOW,MODERATE,synthetic
13.01954,80.18093,EVENING,WEEKDAY,6.76,8.01,12.78,21.23,1,4,2,8,LOW,LOW,HIGH_RISK,synthetic
12.93403,80.12731,EVENING,SATURDAY,2.22,2.83,4.68,10.91,2,0,0,48,HIGH,LOW,MODERATE,synthetic
12.85249,80.11778,NIGHT,WEEKDAY,13.11,5.91,12.86,21.99,10,6,0,28,DESERTED,MODERATE,HIGH_RISK,synthetic
12.90284,80.21301,DAY,WEEKDAY,1.18,2.36,1.61,3.88,0,0,0,90,NORMAL,MODERATE,SAFE,synthetic
13.05109,80.3631,MORNING,SUNDAY,3.01,5.71,5.81,6.96,5,0,0,40,LOW,MODERATE,MODERATE,synthetic
12.92099,80.39193,DAY,WEEKDAY,1.54,1.63,0.75,3.77,0,0,0,84,HIGH,MODERATE,SAFE,synthetic
13.03701,80.26093,EVENING,SATURDAY,3.09,4.08,3.18,9.2,0,0,0,72,HIGH,MODERATE,SAFE,synthetic
12.86863,80.0984,DAY,SUNDAY,1.23,0.8,2.2,2.7,0,0,0,94,NORMAL,HIGH,SAFE,synthetic
12.93503,80.33296,EVENING,SATURDAY,8.68,9.4,5.58,20.93,3,6,0,32,LOW,LOW,HIGH_RISK,synthetic
12.81732,80.3089,DAY,WEEKDAY,1.82,1.24,1.48,1.76,0,0,0,72,NORMAL,MODERATE,SAFE,synthetic
13.21063,80.34453,DAY,WEEKDAY,1.64,4.59,7.0,6.29,1,1,0,71,LOW,MODERATE,SAFE,synthetic
13.03624,80.09894,NIGHT,SATURDAY,6.96,5.29,7.19,12.75,19,0,1,24,DESERTED,LOW,HIGH_RISK,synthetic
13.22272,80.11079,DAY,WEEKDAY,1.83,1.55,7.25,5.65,1,0,1,69,NORMAL,HIGH,SAFE,synthetic
12.90273,80.10428,NIGHT,SUNDAY,5.82,5.65,2.74,5.81,4,0,0,43,NORMAL,LOW,MODERATE,synthetic
13.00372,80.29049,DAY,SUNDAY,1.11,0.84,0.24,2.03,0,0,0,80,NORMAL,HIGH,SAFE,synthetic
13.20564,80.07496,MORNING,SATURDAY,0.34,1.21,0.25,1.91,0,0,0,76,NORMAL,HIGH,SAFE,synthetic
13.19255,80.20236,EVENING,SUNDAY,3.96,6.66,2.21,4.42,0,2,0,45,HIGH,LOW,MODERATE,synthetic
13.2265,80.2947,EVENING,WEEKDAY,4.46,6.74,6.58,9.38,0,0,0,51,LOW,LOW,MODERATE,synthetic
13.14873,80.0989,MORNING,WEEKDAY,0.34,1.59,0.53,1.71,0,0,0,85,NORMAL,HIGH,SAFE,synthetic
13.28321,80.10485,NIGHT,SATURDAY,8.94,12.42,7.01,18.14,2,3,2,31,DESERTED,LOW,HIGH_RISK,synthetic
13.18945,80.27527,DAY,WEEKDAY,1.57,1.12,1.87,1.26,0,0,0,70,HIGH,MODERATE,SAFE,synthetic
12.89654,80.27905,DAY,SATURDAY,1.96,0.57,0.35,3.45,0,0,0,92,NORMAL,MODERATE,SAFE,synthetic
13.09568,80.19121,NIGHT,SUNDAY,10.7,10.83,10.35,12.85,7,1,0,38,DESERTED,LOW,HIGH_RISK,synthetic
13.06751,80.31604,DAY,SUNDAY,1.6,0.14,2.99,2.31,0,0,0,73,NORMAL,HIGH,SAFE,synthetic
13.05121,80.33458,EVENING,SUNDAY,1.11,1.18,1.11,3.71,0,0,0,99,NORMAL,MODERATE,SAFE,synthetic
12.81439,80.32728,NIGHT,WEEKDAY,1.9,2.31,4.71,5.7,1,0,0,39,NORMAL,MODERATE,SAFE,synthetic
13.22999,80.2862,EVENING,SUNDAY,8.05,6.4,5.29,15.92,0,0,0,5,DESERTED,LOW,MODERATE,synthetic
12.99156,80.28206,NIGHT,WEEKDAY,1.94,3.2,2.05,7.16,4,1,0,60,LOW,MODERATE,MODERATE,synthetic
12.95605,80.17171,DAY,SATURDAY,1.6,1.18,0.44,2.16,1,0,0,92,HIGH,MODERATE,SAFE,synthetic
13.05293,80.21564,MORNING,WEEKDAY,5.12,6.55,3.92,8.78,6,1,0,63,NORMAL,LOW,MODERATE,synthetic
12.95061,80.04103,EVENING,WEEKDAY,7.62,7.68,13.33,12.82,8,1,0,6,LOW,LOW,HIGH_RISK,synthetic
13.09037,80.13986,DAY,WEEKDAY,3.73,1.63,2.98,7.87,0,0,0,43,HIGH,HIGH,SAFE,synthetic
13.14022,80.391,DAY,SUNDAY,2.62,3.49,7.53,8.69,1,2,1,55,NORMAL,HIGH,MODERATE,synthetic
13.22155,80.37564,NIGHT,WEEKDAY,4.84,4.55,6.66,9.87,1,2,0,37,NORMAL,MODERATE,MODERATE,synthetic
13.08993,80.27433,NIGHT,SUNDAY,2.9,3.11,7.32,11.43,1,1,0,70,NORMAL,MODERATE,MODERATE,synthetic
12.85696,80.3764,NIGHT,WEEKDAY,2.7,4.14,5.47,8.75,1,0,0,77,LOW,HIGH,SAFE,synthetic
12.81364,80.24175,DAY,SUNDAY,4.53,5.97,12.44,20.95,0,2,1,18,DESERTED,MODERATE,MODERATE,synthetic
13.23118,80.21506,EVENING,WEEKDAY,6.39,4.27,9.72,11.27,14,1,0,32,DESERTED,MODERATE,HIGH_RISK,synthetic
13.29761,80.26361,NIGHT,SATURDAY,11.6,9.03,5.11,18.67,0,2,0,22,DESERTED,LOW,HIGH_RISK,synthetic
13.12757,80.31338,EVENING,WEEKDAY,13.08,8.7,10.88,21.99,4,2,0,32,DESERTED,LOW,HIGH_RISK,synthetic
12.82127,80.19515,MORNING,SUNDAY,1.61,2.38,2.38,3.48,0,0,0,78,NORMAL,MODERATE,SAFE,synthetic
13.14658,80.16166,DAY,WEEKDAY,5.16,5.7,4.95,6.26,0,0,0,63,LOW,LOW,MODERATE,synthetic
13.02417,80.29337,DAY,SATURDAY,4.98,5.84,2.23,5.46,1,0,0,79,HIGH,LOW,SAFE,synthetic
13.17229,80.00471,NIGHT,SATURDAY,10.92,9.87,7.61,20.57,18,4,0,17,LOW,LOW,HIGH_RISK,synthetic
13.15609,80.13687,DAY,WEEKDAY,8.64,10.29,15.43,15.14,2,3,2,34,DESERTED,MODERATE,HIGH_RISK,synthetic
12.9346,80.09568,MORNING,SATURDAY,1.37,0.66,0.45,3.92,0,0,0,91,NORMAL,MODERATE,SAFE,synthetic
13.20551,80.17425,NIGHT,SATURDAY,4.81,5.84,7.51,7.49,0,0,0,48,LOW,LOW,MODERATE,synthetic
12.86632,80.3566,NIGHT,SATURDAY,2.27,6.43,6.32,7.3,0,2,0,35,HIGH,HIGH,MODERATE,synthetic
13.29804,80.00431,MORNING,SUNDAY,1.59,0.6,2.12,2.26,0,0,0,89,NORMAL,MODERATE,SAFE,synthetic
13.12076,80.39679,DAY,WEEKDAY,4.21,3.67,7.93,10.92,4,0,0,54,HIGH,MODERATE,MODERATE,synthetic
13.24421,80.07408,DAY,SUNDAY,1.79,2.4,0.82,1.53,0,0,0,71,HIGH,MODERATE,SAFE,synthetic
13.01765,80.34292,EVENING,SUNDAY,2.19,5.65,6.0,5.38,0,0,1,62,HIGH,HIGH,SAFE,synthetic
13.28054,80.3417,MORNING,SATURDAY,2.72,3.26,5.92,6.08,3,0,2,74,NORMAL,MODERATE,MODERATE,synthetic
13.06559,80.35725,NIGHT,SATURDAY,5.05,3.17,2.79,9.69,0,4,0,35,NORMAL,MODERATE,MODERATE,synthetic
13.01557,80.25871,NIGHT,WEEKDAY,7.0,11.06,8.68,12.02,5,15,3,20,DESERTED,MODERATE,HIGH_RISK,synthetic
12.94542,80.32678,DAY,SATURDAY,0.43,1.95,1.19,2.89,0,0,0,82,HIGH,HIGH,SAFE,synthetic
13.09928,80.09093,NIGHT,WEEKDAY,4.02,12.88,14.0,23.52,0,2,1,16,LOW,LOW,MODERATE,synthetic
13.28279,80.11111,EVENING,WEEKDAY,4.65,3.02,6.34,9.38,1,2,2,61,LOW,LOW,MODERATE,synthetic
13.20654,80.00002,EVENING,WEEKDAY,4.47,2.55,4.4,10.11,0,0,2,77,HIGH,LOW,SAFE,synthetic
13.20572,80.0967,NIGHT,SATURDAY,11.76,4.81,11.99,22.73,5,6,1,19,LOW,MODERATE,HIGH_RISK,synthetic
12.93287,80.36012,MORNING,SUNDAY,2.84,2.9,3.69,7.15,0,0,0,71,NORMAL,HIGH,SAFE,synthetic
13.00186,80.28995,NIGHT,SATURDAY,4.62,1.68,4.62,3.81,1,1,1,51,NORMAL,HIGH,MODERATE,synthetic
13.27872,80.07931,DAY,SATURDAY,0.34,2.49,2.74,1.62,0,0,0,70,NORMAL,HIGH,SAFE,synthetic
13.12668,80.29041,MORNING,SATURDAY,1.56,1.62,7.29,4.68,2,0,0,48,NORMAL,LOW,MODERATE,synthetic
13.19423,80.24078,DAY,SUNDAY,1.64,2.34,0.54,2.84,0,0,0,89,NORMAL,HIGH,SAFE,synthetic
13.23621,80.14177,DAY,WEEKDAY,2.7,3.82,6.79,10.48,1,1,0,38,NORMAL,LOW,SAFE,synthetic
13.01493,80.03217,NIGHT,SATURDAY,5.69,1.91,3.44,4.96,0,1,0,69,HIGH,LOW,SAFE,synthetic
13.05455,80.27581,MORNING,SUNDAY,4.2,3.97,6.05,4.41,3,1,0,63,LOW,HIGH,MODERATE,synthetic
12.96479,80.1403,MORNING,SUNDAY,0.32,0.73,2.34,3.29,0,0,0,85,NORMAL,MODERATE,SAFE,synthetic
12.8353,80.10162,MORNING,SATURDAY,5.63,4.96,6.61,3.13,6,5,0,48,NORMAL,LOW,HIGH_RISK,synthetic
13.16568,80.31995,MORNING,WEEKDAY,1.85,2.11,1.81,3.92,0,0,0,75,NORMAL,HIGH,SAFE,synthetic
13.29378,80.17811,DAY,SATURDAY,2.85,6.15,2.69,8.24,4,0,0,44,NORMAL,LOW,MODERATE,synthetic
13.22436,80.04668,DAY,SUNDAY,1.41,1.44,2.1,2.5,0,0,0,84,NORMAL,HIGH,SAFE,synthetic
13.00065,80.24082,DAY,SUNDAY,1.0,2.36,0.95,3.26,0,0,0,93,NORMAL,MODERATE,SAFE,synthetic
13.10875,80.13925,NIGHT,WEEKDAY,4.27,5.11,4.37,6.58,0,0,1,66,HIGH,HIGH,MODERATE,synthetic
12.91696,80.27094,NIGHT,WEEKDAY,10.41,8.82,11.8,8.41,1,0,2,39,DESERTED,MODERATE,MODERATE,synthetic
13.18846,80.34716,MORNING,WEEKDAY,3.19,3.87,5.95,10.48,0,0,0,66,LOW,LOW,SAFE,synthetic
12.98105,80.15957,DAY,SATURDAY,0.41,0.18,0.94,2.24,0,0,0,97,NORMAL,MODERATE,SAFE,synthetic
12.96225,80.37138,NIGHT,SUNDAY,12.52,10.67,9.55,22.95,1,2,0,28,LOW,MODERATE,HIGH_RISK,synthetic
13.06927,80.2464,EVENING,WEEKDAY,8.95,9.13,15.95,15.24,3,4,3,39,DESERTED,MODERATE,HIGH_RISK,synthetic
12.98614,80.1862,DAY,SUNDAY,3.28,3.84,6.21,11.87,0,1,0,77,NORMAL,MODERATE,SAFE,synthetic
12.85551,80.00996,EVENING,SUNDAY,1.62,1.72,2.42,3.14,0,0,0,81,HIGH,MODERATE,SAFE,synthetic
12.96703,80.39552,DAY,SATURDAY,4.99,6.52,3.22,11.72,1,0,0,44,NORMAL,LOW,MODERATE,synthetic
12.95479,80.25895,NIGHT,SUNDAY,4.42,4.17,11.52,19.19,9,2,0,17,LOW,LOW,HIGH_RISK,synthetic
13.08856,80.37314,NIGHT,SUNDAY,2.21,2.21,6.93,10.71,1,0,0,55,NORMAL,HIGH,SAFE,synthetic
13.18004,80.11798,NIGHT,SUNDAY,4.83,3.21,3.52,10.41,2,1,0,53,NORMAL,LOW,MODERATE,synthetic
12.93523,80.17256,NIGHT,WEEKDAY,2.37,6.31,3.53,10.56,1,0,0,59,LOW,HIGH,MODERATE,synthetic
12.83954,80.20785,DAY,SATURDAY,4.55,11.79,9.76,23.06,6,13,1,6,LOW,MODERATE,HIGH_RISK,synthetic
13.2017,80.19478,MORNING,WEEKDAY,3.65,6.3,6.39,4.56,0,0,0,42,NORMAL,HIGH,SAFE,synthetic
12.84817,80.14627,EVENING,WEEKDAY,10.29,8.86,13.07,9.21,1,1,0,28,LOW,LOW,HIGH_RISK,synthetic
13.1695,80.16189,DAY,WEEKDAY,1.32,1.8,2.73,1.04,0,0,0,94,NORMAL,HIGH,SAFE,synthetic
13.15179,80.07661,EVENING,SUNDAY,1.81,1.23,1.74,3.86,0,0,0,74,NORMAL,HIGH,SAFE,synthetic
12.87868,80.16438,EVENING,SATURDAY,8.55,6.71,9.62,15.13,13,5,1,14,DESERTED,LOW,HIGH_RISK,synthetic
12.80735,80.26235,EVENING,WEEKDAY,4.25,3.05,2.59,4.7,1,0,0,69,NORMAL,MODERATE,SAFE,synthetic
13.05569,80.13777,DAY,SATURDAY,3.61,1.66,5.28,5.74,2,0,0,37,NORMAL,HIGH,SAFE,synthetic
13.00857,80.02926,EVENING,SUNDAY,3.93,5.98,5.21,11.95,0,3,0,65,LOW,HIGH,MODERATE,synthetic
13.17779,80.13205,MORNING,SUNDAY,2.48,4.91,4.42,5.05,0,3,0,41,NORMAL,HIGH,SAFE,synthetic
13.16811,80.08993,DAY,SATURDAY,0.51,0.81,2.0,1.23,0,0,0,84,NORMAL,MODERATE,SAFE,synthetic
13.20629,80.01833,EVENING,SUNDAY,3.37,2.88,4.65,8.1,0,1,0,52,NORMAL,HIGH,MODERATE,synthetic
13.12824,80.23618,NIGHT,WEEKDAY,1.86,4.98,5.21,3.05,1,0,0,64,NORMAL,HIGH,SAFE,synthetic
12.91329,80.19806,NIGHT,SATURDAY,10.87,6.99,14.17,17.18,13,2,0,38,DESERTED,LOW,HIGH_RISK,synthetic
13.01102,80.23262,EVENING,SATURDAY,5.75,6.11,4.36,8.14,2,3,0,51,LOW,HIGH,MODERATE,synthetic
13.29196,80.32517,NIGHT,SATURDAY,8.88,13.14,15.29,17.98,4,1,0,21,DESERTED,MODERATE,HIGH_RISK,synthetic
13.18489,80.08144,DAY,SUNDAY,1.44,0.87,2.81,3.54,0,0,0,84,NORMAL,MODERATE,SAFE,synthetic
12.82055,80.22508,EVENING,SATURDAY,13.85,5.05,9.85,17.39,11,1,1,17,DESERTED,LOW,HIGH_RISK,synthetic
12.86463,80.38419,NIGHT,SATURDAY,5.92,2.53,6.76,5.74,0,0,0,75,HIGH,HIGH,SAFE,synthetic
13.04035,80.02684,MORNING,SATURDAY,4.7,2.57,5.27,6.32,0,0,0,76,NORMAL,LOW,SAFE,synthetic
13.27028,80.35209,EVENING,SATURDAY,3.23,2.26,3.14,5.09,2,3,0,77,NORMAL,MODERATE,MODERATE,synthetic
12.93561,80.31321,EVENING,SUNDAY,3.31,4.68,4.75,11.06,0,1,0,53,NORMAL,MODERATE,SAFE,synthetic
13.08733,80.0635,EVENING,SATURDAY,4.92,12.95,10.41,11.56,1,8,4,8,LOW,MODERATE,HIGH_RISK,synthetic
13.19477,80.34849,EVENING,SUNDAY,5.29,5.0,5.16,8.5,0,0,3,47,HIGH,MODERATE,MODERATE,synthetic
13.03368,80.26307,DAY,SUNDAY,0.16,1.85,0.61,2.03,0,0,0,71,NORMAL,MODERATE,SAFE,synthetic
12.81155,80.05379,DAY,SATURDAY,1.8,1.89,1.93,1.03,0,0,0,97,NORMAL,MODERATE,SAFE,synthetic
13.13349,80.27102,NIGHT,SATURDAY,3.69,1.78,4.74,10.2,2,3,1,61,LOW,LOW,MODERATE,synthetic
13.25609,80.26368,NIGHT,SUNDAY,10.18,8.54,6.48,14.36,7,7,4,37,LOW,LOW,HIGH_RISK,synthetic
13.29066,80.29641,MORNING,WEEKDAY,5.38,1.63,7.75,9.3,0,1,0,36,NORMAL,HIGH,SAFE,synthetic
13.11404,80.17362,DAY,WEEKDAY,1.66,0.74,1.93,2.63,0,0,0,72,NORMAL,MODERATE,SAFE,synthetic
13.14724,80.12532,DAY,SUNDAY,2.5,3.11,6.12,6.04,0,0,0,37,LOW,LOW,SAFE,synthetic
12.80655,80.13562,DAY,SATURDAY,1.68,0.76,1.09,2.38,0,0,0,88,NORMAL,MODERATE,SAFE,synthetic
13.10915,80.19629,MORNING,WEEKDAY,1.98,1.74,0.66,2.11,0,0,0,91,HIGH,MODERATE,SAFE,synthetic
12.93276,80.17672,EVENING,WEEKDAY,8.06,13.55,7.2,19.58,4,1,0,39,LOW,LOW,HIGH_RISK,synthetic
12.85874,80.01358,DAY,SUNDAY,2.48,2.23,2.94,10.44,0,0,0,62,NORMAL,HIGH,SAFE,synthetic
13.15132,80.12392,EVENING,SUNDAY,1.66,0.5,2.44,2.56,0,0,0,81,NORMAL,MODERATE,SAFE,synthetic
12.90257,80.04518,DAY,SATURDAY,5.89,4.17,6.8,7.25,6,1,1,49,NORMAL,HIGH,MODERATE,synthetic
13.07869,80.13486,DAY,SUNDAY,10.6,9.58,12.5,13.58,3,2,2,6,LOW,MODERATE,HIGH_RISK,synthetic
12.97686,80.38425,EVENING,SUNDAY,5.7,4.93,3.48,6.52,4,0,0,49,HIGH,HIGH,MODERATE,synthetic
12.96215,80.06903,EVENING,WEEKDAY,0.34,2.11,1.48,1.52,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.87648,80.39838,DAY,WEEKDAY,5.62,2.48,4.33,10.86,3,0,0,54,LOW,LOW,MODERATE,synthetic
13.15753,80.20741,DAY,SUNDAY,1.63,2.45,1.22,3.47,0,0,0,79,NORMAL,MODERATE,SAFE,synthetic
13.18923,80.24725,EVENING,WEEKDAY,0.33,2.02,1.57,3.85,0,0,0,70,HIGH,MODERATE,SAFE,synthetic
13.25495,80.31108,NIGHT,SATURDAY,3.46,6.52,6.48,6.75,1,0,1,51,LOW,LOW,MODERATE,synthetic
12.92612,80.06938,EVENING,SATURDAY,11.59,8.33,6.21,10.23,10,0,1,9,DESERTED,MODERATE,HIGH_RISK,synthetic
12.96519,80.35824,EVENING,WEEKDAY,11.23,9.87,7.96,17.37,0,0,0,33,DESERTED,LOW,MODERATE,synthetic
12.97276,80.34334,EVENING,SUNDAY,5.65,6.31,14.32,10.76,10,0,3,37,DESERTED,LOW,HIGH_RISK,synthetic
13.00111,80.20574,EVENING,SUNDAY,8.8,5.51,11.11,11.52,16,13,0,23,DESERTED,LOW,HIGH_RISK,synthetic
13.11319,80.18508,EVENING,SATURDAY,3.98,4.64,6.26,7.07,1,1,0,57,NORMAL,LOW,SAFE,synthetic
12.83116,80.20408,DAY,SATURDAY,0.84,0.99,1.97,3.96,0,0,0,84,NORMAL,MODERATE,SAFE,synthetic
13.22333,80.35813,NIGHT,SUNDAY,5.51,5.43,4.64,4.35,2,1,0,48,NORMAL,MODERATE,MODERATE,synthetic
13.0715,80.39998,MORNING,SATURDAY,5.74,4.97,6.42,11.25,2,0,2,57,LOW,HIGH,MODERATE,synthetic
12.83204,80.07209,NIGHT,SATURDAY,6.34,10.28,10.96,11.54,3,1,2,28,DESERTED,MODERATE,HIGH_RISK,synthetic
13.10045,80.16703,MORNING,SATURDAY,3.49,5.1,3.83,11.03,1,0,0,35,NORMAL,LOW,MODERATE,synthetic
13.08116,80.21385,DAY,SATURDAY,0.41,1.05,1.45,1.82,0,0,0,74,HIGH,MODERATE,SAFE,synthetic
12.87923,80.28517,MORNING,SATURDAY,4.12,6.25,4.24,3.9,3,0,0,44,LOW,MODERATE,MODERATE,synthetic
13.22166,80.28806,NIGHT,SUNDAY,4.94,6.16,2.35,8.33,0,0,0,52,HIGH,LOW,SAFE,synthetic
12.86339,80.09772,NIGHT,SATURDAY,3.87,5.05,2.98,4.7,1,1,0,57,NORMAL,MODERATE,MODERATE,synthetic
12.98465,80.32961,DAY,SATURDAY,2.29,2.78,2.21,11.11,6,0,1,70,NORMAL,LOW,MODERATE,synthetic
13.17171,80.11355,NIGHT,WEEKDAY,4.94,6.03,6.17,11.81,3,10,1,16,LOW,LOW,HIGH_RISK,synthetic
12.90969,80.05382,EVENING,WEEKDAY,2.34,2.48,5.89,11.48,0,2,0,65,LOW,HIGH,MODERATE,synthetic
12.87911,80.18942,MORNING,SUNDAY,5.59,4.18,7.86,8.91,0,1,0,57,NORMAL,HIGH,MODERATE,synthetic
13.26638,80.32926,NIGHT,SATURDAY,1.81,3.12,3.52,5.31,0,2,1,51,NORMAL,HIGH,MODERATE,synthetic
12.99873,80.27353,DAY,WEEKDAY,2.2,4.9,6.19,6.14,1,3,0,73,NORMAL,MODERATE,MODERATE,synthetic
13.2069,80.20014,DAY,SATURDAY,0.38,0.61,1.96,2.2,0,0,0,79,NORMAL,MODERATE,SAFE,synthetic
